Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z,FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL
2915,-4.13E+01,-2.09E+02,5.75E+00,-1.94E+00,2.55E-01,-4.31E-03,-7.72E+01,1.91E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
2916,-4.13E+01,-2.09E+02,5.82E+00,-1.94E+00,2.55E-01,-4.19E-03,-7.71E+01,1.91E+01,2.28E+01,1.26E-01,7.37E-01,-6.82E-02,3.25E-01,-1.57E+00
2917,-4.13E+01,-2.08E+02,5.90E+00,-1.94E+00,2.55E-01,-4.09E-03,-7.70E+01,1.91E+01,2.28E+01,1.26E-01,7.37E-01,-6.82E-02,3.25E-01,-1.57E+00
2918,-4.12E+01,-2.08E+02,5.96E+00,-1.94E+00,2.55E-01,-3.99E-03,-7.69E+01,1.91E+01,2.28E+01,1.26E-01,7.37E-01,-6.82E-02,3.25E-01,-1.56E+00
2919,-4.12E+01,-2.08E+02,6.02E+00,-1.94E+00,2.55E-01,-3.93E-03,-7.69E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.82E-02,3.24E-01,-1.56E+00
2920,-4.12E+01,-2.08E+02,6.06E+00,-1.94E+00,2.56E-01,-3.92E-03,-7.69E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.82E-02,3.24E-01,-1.56E+00
2921,-4.12E+01,-2.07E+02,6.08E+00,-1.94E+00,2.56E-01,-3.91E-03,-7.68E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
2922,-4.11E+01,-2.07E+02,6.08E+00,-1.94E+00,2.56E-01,-3.94E-03,-7.68E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
2923,-4.11E+01,-2.07E+02,6.07E+00,-1.94E+00,2.56E-01,-3.99E-03,-7.68E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.84E-02,3.24E-01,-1.56E+00
2924,-4.12E+01,-2.07E+02,6.02E+00,-1.94E+00,2.57E-01,-4.04E-03,-7.69E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.85E-02,3.24E-01,-1.55E+00
2925,-4.12E+01,-2.07E+02,5.96E+00,-1.94E+00,2.57E-01,-4.09E-03,-7.69E+01,1.92E+01,2.27E+01,1.26E-01,7.37E-01,-6.85E-02,3.24E-01,-1.55E+00
2926,-4.12E+01,-2.07E+02,5.88E+00,-1.94E+00,2.57E-01,-4.13E-03,-7.69E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.86E-02,3.24E-01,-1.55E+00
2927,-4.12E+01,-2.07E+02,5.78E+00,-1.94E+00,2.58E-01,-4.16E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.55E+00
2928,-4.12E+01,-2.07E+02,5.69E+00,-1.94E+00,2.58E-01,-4.17E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.55E+00
2929,-4.13E+01,-2.07E+02,5.61E+00,-1.94E+00,2.58E-01,-4.19E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.55E+00
2930,-4.13E+01,-2.07E+02,5.54E+00,-1.94E+00,2.58E-01,-4.15E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.55E+00
2931,-4.13E+01,-2.07E+02,5.48E+00,-1.94E+00,2.59E-01,-4.12E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.25E-01,-1.55E+00
2932,-4.13E+01,-2.07E+02,5.45E+00,-1.94E+00,2.59E-01,-4.07E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.25E-01,-1.55E+00
2933,-4.12E+01,-2.07E+02,5.43E+00,-1.94E+00,2.59E-01,-4.04E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.25E-01,-1.55E+00
2934,-4.12E+01,-2.07E+02,5.44E+00,-1.94E+00,2.59E-01,-4.01E-03,-7.68E+01,1.89E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.25E-01,-1.55E+00
2935,-4.12E+01,-2.07E+02,5.46E+00,-1.94E+00,2.59E-01,-3.97E-03,-7.68E+01,1.89E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.55E+00
2936,-4.11E+01,-2.07E+02,5.51E+00,-1.94E+00,2.59E-01,-3.95E-03,-7.67E+01,1.89E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.55E+00
2937,-4.11E+01,-2.07E+02,5.58E+00,-1.94E+00,2.59E-01,-3.95E-03,-7.67E+01,1.89E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.55E+00
2938,-4.11E+01,-2.07E+02,5.66E+00,-1.94E+00,2.60E-01,-3.95E-03,-7.67E+01,1.89E+01,2.27E+01,1.28E-01,7.37E-01,-6.89E-02,3.23E-01,-1.55E+00
2939,-4.10E+01,-2.07E+02,5.74E+00,-1.94E+00,2.60E-01,-3.96E-03,-7.67E+01,1.90E+01,2.27E+01,1.28E-01,7.37E-01,-6.89E-02,3.23E-01,-1.55E+00
2940,-4.10E+01,-2.07E+02,5.82E+00,-1.94E+00,2.60E-01,-3.91E-03,-7.67E+01,1.90E+01,2.27E+01,1.28E-01,7.37E-01,-6.89E-02,3.23E-01,-1.56E+00
2941,-4.10E+01,-2.07E+02,5.89E+00,-1.94E+00,2.60E-01,-3.83E-03,-7.67E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.89E-02,3.23E-01,-1.56E+00
2942,-4.10E+01,-2.07E+02,5.95E+00,-1.94E+00,2.60E-01,-3.81E-03,-7.67E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.88E-02,3.23E-01,-1.56E+00
2943,-4.10E+01,-2.07E+02,6.00E+00,-1.94E+00,2.60E-01,-3.79E-03,-7.67E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.88E-02,3.23E-01,-1.56E+00
2944,-4.10E+01,-2.07E+02,6.03E+00,-1.94E+00,2.60E-01,-3.80E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.38E-01,-6.88E-02,3.23E-01,-1.56E+00
2945,-4.11E+01,-2.08E+02,6.04E+00,-1.94E+00,2.60E-01,-3.82E-03,-7.68E+01,1.91E+01,2.28E+01,1.28E-01,7.38E-01,-6.87E-02,3.24E-01,-1.56E+00
2946,-4.11E+01,-2.08E+02,6.05E+00,-1.94E+00,2.59E-01,-3.84E-03,-7.69E+01,1.91E+01,2.28E+01,1.28E-01,7.38E-01,-6.87E-02,3.24E-01,-1.56E+00
2947,-4.12E+01,-2.08E+02,6.05E+00,-1.94E+00,2.59E-01,-3.86E-03,-7.69E+01,1.91E+01,2.28E+01,1.28E-01,7.37E-01,-6.86E-02,3.24E-01,-1.56E+00
2948,-4.12E+01,-2.08E+02,6.02E+00,-1.94E+00,2.59E-01,-3.85E-03,-7.70E+01,1.91E+01,2.29E+01,1.28E-01,7.37E-01,-6.86E-02,3.25E-01,-1.56E+00
2949,-4.13E+01,-2.08E+02,5.98E+00,-1.94E+00,2.59E-01,-3.85E-03,-7.70E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.85E-02,3.25E-01,-1.56E+00
2950,-4.14E+01,-2.08E+02,5.94E+00,-1.94E+00,2.59E-01,-3.88E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.85E-02,3.26E-01,-1.56E+00
2951,-4.14E+01,-2.08E+02,5.89E+00,-1.94E+00,2.58E-01,-3.91E-03,-7.71E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.84E-02,3.26E-01,-1.56E+00
2952,-4.15E+01,-2.08E+02,5.85E+00,-1.94E+00,2.58E-01,-3.94E-03,-7.71E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.84E-02,3.27E-01,-1.56E+00
2953,-4.15E+01,-2.08E+02,5.79E+00,-1.94E+00,2.58E-01,-4.03E-03,-7.71E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.83E-02,3.27E-01,-1.57E+00
2954,-4.16E+01,-2.08E+02,5.73E+00,-1.94E+00,2.57E-01,-4.05E-03,-7.71E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.83E-02,3.27E-01,-1.57E+00
2955,-4.16E+01,-2.08E+02,5.68E+00,-1.94E+00,2.57E-01,-4.06E-03,-7.71E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2956,-4.16E+01,-2.08E+02,5.64E+00,-1.94E+00,2.57E-01,-4.08E-03,-7.71E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2957,-4.16E+01,-2.08E+02,5.62E+00,-1.94E+00,2.57E-01,-4.13E-03,-7.71E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.82E-02,3.27E-01,-1.57E+00
2958,-4.16E+01,-2.08E+02,5.60E+00,-1.94E+00,2.56E-01,-4.14E-03,-7.70E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.82E-02,3.27E-01,-1.57E+00
2959,-4.15E+01,-2.08E+02,5.58E+00,-1.94E+00,2.56E-01,-4.17E-03,-7.70E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.82E-02,3.27E-01,-1.57E+00
2960,-4.15E+01,-2.08E+02,5.57E+00,-1.94E+00,2.56E-01,-4.20E-03,-7.70E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.82E-02,3.27E-01,-1.56E+00
2961,-4.15E+01,-2.08E+02,5.55E+00,-1.94E+00,2.56E-01,-4.20E-03,-7.69E+01,1.91E+01,2.29E+01,1.26E-01,7.36E-01,-6.82E-02,3.27E-01,-1.56E+00
2962,-4.15E+01,-2.08E+02,5.53E+00,-1.94E+00,2.56E-01,-4.20E-03,-7.69E+01,1.91E+01,2.29E+01,1.26E-01,7.36E-01,-6.82E-02,3.26E-01,-1.56E+00
2963,-4.14E+01,-2.08E+02,5.52E+00,-1.94E+00,2.56E-01,-4.19E-03,-7.69E+01,1.90E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.56E+00
2964,-4.14E+01,-2.08E+02,5.51E+00,-1.94E+00,2.56E-01,-4.14E-03,-7.69E+01,1.90E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.56E+00
2965,-4.14E+01,-2.08E+02,5.51E+00,-1.94E+00,2.56E-01,-4.06E-03,-7.69E+01,1.90E+01,2.29E+01,1.26E-01,7.37E-01,-6.83E-02,3.26E-01,-1.56E+00
2966,-4.13E+01,-2.08E+02,5.51E+00,-1.94E+00,2.56E-01,-4.01E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.25E-01,-1.56E+00
2967,-4.13E+01,-2.08E+02,5.52E+00,-1.94E+00,2.56E-01,-3.91E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.25E-01,-1.56E+00
2968,-4.12E+01,-2.08E+02,5.54E+00,-1.94E+00,2.56E-01,-3.81E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.25E-01,-1.56E+00
2969,-4.12E+01,-2.08E+02,5.56E+00,-1.94E+00,2.56E-01,-3.72E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.25E-01,-1.56E+00
2970,-4.12E+01,-2.08E+02,5.59E+00,-1.94E+00,2.57E-01,-3.62E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.25E-01,-1.56E+00
2971,-4.12E+01,-2.08E+02,5.63E+00,-1.94E+00,2.57E-01,-3.55E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
2972,-4.12E+01,-2.08E+02,5.67E+00,-1.94E+00,2.57E-01,-3.51E-03,-7.69E+01,1.90E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
2973,-4.12E+01,-2.08E+02,5.72E+00,-1.94E+00,2.57E-01,-3.48E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.83E-02,3.24E-01,-1.57E+00
2974,-4.12E+01,-2.08E+02,5.76E+00,-1.94E+00,2.58E-01,-3.49E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.83E-02,3.24E-01,-1.57E+00
2975,-4.11E+01,-2.08E+02,5.80E+00,-1.94E+00,2.58E-01,-3.51E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.84E-02,3.24E-01,-1.57E+00
2976,-4.11E+01,-2.09E+02,5.82E+00,-1.94E+00,2.58E-01,-3.60E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.84E-02,3.24E-01,-1.57E+00
2977,-4.11E+01,-2.09E+02,5.84E+00,-1.94E+00,2.58E-01,-3.71E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.85E-02,3.24E-01,-1.57E+00
2978,-4.11E+01,-2.09E+02,5.84E+00,-1.94E+00,2.59E-01,-3.84E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.85E-02,3.24E-01,-1.57E+00
2979,-4.11E+01,-2.09E+02,5.84E+00,-1.94E+00,2.59E-01,-3.94E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.86E-02,3.24E-01,-1.57E+00
2980,-4.12E+01,-2.09E+02,5.84E+00,-1.94E+00,2.59E-01,-4.14E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.86E-02,3.24E-01,-1.57E+00
2981,-4.12E+01,-2.09E+02,5.83E+00,-1.94E+00,2.59E-01,-4.32E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.24E-01,-1.57E+00
2982,-4.12E+01,-2.09E+02,5.81E+00,-1.94E+00,2.59E-01,-4.47E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.25E-01,-1.57E+00
2983,-4.12E+01,-2.09E+02,5.77E+00,-1.94E+00,2.59E-01,-4.60E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
2984,-4.12E+01,-2.09E+02,5.73E+00,-1.94E+00,2.59E-01,-4.73E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
2985,-4.12E+01,-2.09E+02,5.68E+00,-1.95E+00,2.60E-01,-4.81E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
2986,-4.13E+01,-2.09E+02,5.63E+00,-1.95E+00,2.60E-01,-4.88E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
2987,-4.13E+01,-2.09E+02,5.57E+00,-1.95E+00,2.60E-01,-4.93E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.57E+00
2988,-4.13E+01,-2.09E+02,5.51E+00,-1.95E+00,2.59E-01,-4.96E-03,-7.73E+01,1.90E+01,2.29E+01,1.28E-01,7.39E-01,-6.88E-02,3.25E-01,-1.57E+00
2989,-4.13E+01,-2.09E+02,5.46E+00,-1.95E+00,2.59E-01,-4.98E-03,-7.73E+01,1.90E+01,2.29E+01,1.28E-01,7.39E-01,-6.87E-02,3.25E-01,-1.57E+00
2990,-4.13E+01,-2.09E+02,5.42E+00,-1.95E+00,2.59E-01,-4.96E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.87E-02,3.25E-01,-1.57E+00
2991,-4.13E+01,-2.08E+02,5.40E+00,-1.95E+00,2.59E-01,-4.93E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.87E-02,3.26E-01,-1.57E+00
2992,-4.13E+01,-2.08E+02,5.40E+00,-1.95E+00,2.59E-01,-4.85E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.86E-02,3.25E-01,-1.57E+00
2993,-4.13E+01,-2.08E+02,5.42E+00,-1.95E+00,2.59E-01,-4.74E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.86E-02,3.25E-01,-1.56E+00
2994,-4.13E+01,-2.08E+02,5.47E+00,-1.95E+00,2.59E-01,-4.61E-03,-7.71E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.86E-02,3.25E-01,-1.56E+00
2995,-4.13E+01,-2.08E+02,5.53E+00,-1.95E+00,2.59E-01,-4.46E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.39E-01,-6.85E-02,3.25E-01,-1.56E+00
2996,-4.13E+01,-2.08E+02,5.61E+00,-1.95E+00,2.59E-01,-4.32E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.39E-01,-6.85E-02,3.25E-01,-1.56E+00
2997,-4.13E+01,-2.08E+02,5.70E+00,-1.95E+00,2.59E-01,-4.15E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.85E-02,3.25E-01,-1.56E+00
2998,-4.12E+01,-2.08E+02,5.79E+00,-1.95E+00,2.59E-01,-3.98E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.85E-02,3.25E-01,-1.56E+00
2999,-4.12E+01,-2.08E+02,5.87E+00,-1.95E+00,2.59E-01,-3.79E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.86E-02,3.25E-01,-1.56E+00
3000,-4.12E+01,-2.08E+02,5.95E+00,-1.95E+00,2.59E-01,-3.63E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.86E-02,3.25E-01,-1.56E+00
3001,-4.12E+01,-2.08E+02,6.01E+00,-1.95E+00,2.59E-01,-3.48E-03,-7.70E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.86E-02,3.24E-01,-1.56E+00
3002,-4.12E+01,-2.08E+02,6.05E+00,-1.95E+00,2.59E-01,-3.33E-03,-7.70E+01,1.92E+01,2.28E+01,1.28E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
3003,-4.12E+01,-2.08E+02,6.08E+00,-1.95E+00,2.59E-01,-3.20E-03,-7.70E+01,1.92E+01,2.28E+01,1.28E-01,7.39E-01,-6.88E-02,3.24E-01,-1.56E+00
3004,-4.12E+01,-2.08E+02,6.09E+00,-1.95E+00,2.60E-01,-3.11E-03,-7.70E+01,1.92E+01,2.28E+01,1.28E-01,7.39E-01,-6.88E-02,3.24E-01,-1.56E+00
3005,-4.12E+01,-2.08E+02,6.07E+00,-1.95E+00,2.60E-01,-3.04E-03,-7.71E+01,1.92E+01,2.28E+01,1.28E-01,7.39E-01,-6.89E-02,3.24E-01,-1.56E+00
3006,-4.12E+01,-2.08E+02,6.03E+00,-1.95E+00,2.60E-01,-2.97E-03,-7.71E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
3007,-4.12E+01,-2.08E+02,5.98E+00,-1.95E+00,2.60E-01,-2.93E-03,-7.71E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.90E-02,3.25E-01,-1.56E+00
3008,-4.12E+01,-2.08E+02,5.90E+00,-1.94E+00,2.60E-01,-2.92E-03,-7.71E+01,1.91E+01,2.28E+01,1.28E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
3009,-4.12E+01,-2.08E+02,5.83E+00,-1.94E+00,2.60E-01,-2.95E-03,-7.72E+01,1.91E+01,2.28E+01,1.28E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
3010,-4.12E+01,-2.08E+02,5.75E+00,-1.94E+00,2.60E-01,-2.96E-03,-7.72E+01,1.91E+01,2.28E+01,1.28E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
3011,-4.13E+01,-2.08E+02,5.69E+00,-1.94E+00,2.60E-01,-2.98E-03,-7.72E+01,1.91E+01,2.28E+01,1.28E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
3012,-4.13E+01,-2.08E+02,5.64E+00,-1.94E+00,2.60E-01,-3.00E-03,-7.72E+01,1.90E+01,2.28E+01,1.28E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
3013,-4.13E+01,-2.08E+02,5.60E+00,-1.94E+00,2.60E-01,-3.01E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
3014,-4.13E+01,-2.08E+02,5.57E+00,-1.94E+00,2.60E-01,-2.99E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
3015,-4.13E+01,-2.08E+02,5.57E+00,-1.94E+00,2.60E-01,-2.97E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
3016,-4.13E+01,-2.08E+02,5.59E+00,-1.94E+00,2.59E-01,-2.92E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
3017,-4.13E+01,-2.08E+02,5.63E+00,-1.94E+00,2.59E-01,-2.90E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
3018,-4.12E+01,-2.08E+02,5.70E+00,-1.94E+00,2.59E-01,-2.85E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.57E+00
3019,-4.12E+01,-2.08E+02,5.79E+00,-1.94E+00,2.59E-01,-2.79E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.25E-01,-1.57E+00
3020,-4.12E+01,-2.08E+02,5.87E+00,-1.94E+00,2.59E-01,-2.72E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.25E-01,-1.57E+00
3021,-4.12E+01,-2.09E+02,5.96E+00,-1.94E+00,2.59E-01,-2.67E-03,-7.71E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.57E+00
3022,-4.12E+01,-2.09E+02,6.04E+00,-1.94E+00,2.58E-01,-2.61E-03,-7.71E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.57E+00
3023,-4.12E+01,-2.09E+02,6.11E+00,-1.94E+00,2.58E-01,-2.57E-03,-7.71E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.24E-01,-1.57E+00
3024,-4.12E+01,-2.09E+02,6.17E+00,-1.94E+00,2.58E-01,-2.55E-03,-7.71E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.24E-01,-1.57E+00
3025,-4.11E+01,-2.09E+02,6.22E+00,-1.94E+00,2.58E-01,-2.54E-03,-7.71E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.24E-01,-1.57E+00
3026,-4.11E+01,-2.09E+02,6.24E+00,-1.94E+00,2.58E-01,-2.53E-03,-7.72E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.24E-01,-1.57E+00
3027,-4.11E+01,-2.09E+02,6.24E+00,-1.94E+00,2.58E-01,-2.56E-03,-7.72E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.57E+00
3028,-4.11E+01,-2.09E+02,6.22E+00,-1.94E+00,2.58E-01,-2.62E-03,-7.72E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.57E+00
3029,-4.12E+01,-2.09E+02,6.18E+00,-1.94E+00,2.58E-01,-2.72E-03,-7.72E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
3030,-4.12E+01,-2.09E+02,6.11E+00,-1.94E+00,2.58E-01,-2.84E-03,-7.73E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
3031,-4.12E+01,-2.09E+02,6.03E+00,-1.94E+00,2.58E-01,-2.95E-03,-7.73E+01,1.92E+01,2.29E+01,1.27E-01,7.37E-01,-6.89E-02,3.25E-01,-1.57E+00
3032,-4.12E+01,-2.09E+02,5.94E+00,-1.94E+00,2.58E-01,-3.10E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.57E+00
3033,-4.13E+01,-2.10E+02,5.84E+00,-1.94E+00,2.58E-01,-3.24E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.57E+00
3034,-4.13E+01,-2.10E+02,5.75E+00,-1.94E+00,2.58E-01,-3.37E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.57E+00
3035,-4.13E+01,-2.10E+02,5.67E+00,-1.94E+00,2.57E-01,-3.47E-03,-7.74E+01,1.91E+01,2.29E+01,1.26E-01,7.37E-01,-6.90E-02,3.26E-01,-1.58E+00
3036,-4.14E+01,-2.10E+02,5.60E+00,-1.94E+00,2.57E-01,-3.55E-03,-7.74E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.90E-02,3.26E-01,-1.58E+00
3037,-4.14E+01,-2.10E+02,5.54E+00,-1.94E+00,2.57E-01,-3.61E-03,-7.75E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.89E-02,3.26E-01,-1.58E+00
3038,-4.14E+01,-2.10E+02,5.50E+00,-1.94E+00,2.57E-01,-3.60E-03,-7.75E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.89E-02,3.26E-01,-1.58E+00
3039,-4.14E+01,-2.10E+02,5.47E+00,-1.94E+00,2.57E-01,-3.64E-03,-7.75E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
3040,-4.14E+01,-2.10E+02,5.46E+00,-1.94E+00,2.56E-01,-3.62E-03,-7.75E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
3041,-4.14E+01,-2.10E+02,5.46E+00,-1.94E+00,2.56E-01,-3.57E-03,-7.75E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
